date,firm,n,sd,source,FPOE,GRUENE,NEOS,OEVP,SPOE,TS,Jetzt
2019-04-12,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/kanzlerfrage-kurz-identitaeren-machtwort-10744735,22,5,7,34,28,,2
2019-04-15,Market,803.0,"0,033",https://derstandard.at/2000101856100/Umfrage-Jeder-Zweite-meint-dass-Regierung-die-Gesellschaft-spaltet,22,5,7,34,28,,2
2019-04-17,Research Affairs,1007.0,"0,035",https://www.oe24.at/oesterreich/politik/Run-auf-EU-Wahl-OeVP-klar-vorn-SPOe-holt-auf-FPOe-Dritte/376697495,23,5,9,34,24,,2
2019-05-01,Research Affairs,1002.0,"0,029",https://www.oe24.at/oesterreich/politik/Strache-verliert-Vilimsky-legt-zu/378459795,22,5,9,34,25,,2
2019-05-02,Demox Research,1500.0,"0,024",https://www.krone.at/1915316,22,6,8,34,27,,2
2019-05-15,Research Affairs,1000.0,"0,029",https://www.oe24.at/oesterreich/politik/euwahl2019/Was-bedeutet-Strache-Beben-fuer-EU-Wahl/380609153,23,5,8,34,25,,2
2019-05-20,Research Affairs,500.0,"0,043",https://www.oe24.at/oesterreich/politik/1-Umfrage-FPOe-stuerzt-brutal-ab/380879718,18,5,9,38,26,,2
2019-05-29,OGM,805.0,"0,033",https://www.kleinezeitung.at/politik/innenpolitik/5637834/Kleine-ZeitungUmfrage_Kurz-hebt-ab-SPOe-und-FPOe-stuerzen-ab,21,10,8,36,22,,"1,5"
2019-05-31,Unique Research,954.0,"0,031",https://www.ots.at/presseaussendung/OTS_20190601_OTS0013/sonntagsfrage-klares-stimmungsbild-der-oesterreicher,19,10,10,38,21,,1
2019-05-31,Demox Research,1000.0,"0,03",https://diepresse.com/home/innenpolitik/5637348/Umfrage-sieht-OeVP-weit-voran,"18,5","8,5","10,5","37,5","22,5",,
2019-05-31,Research Affairs,500.0,"0,043",https://www.oe24.at/oesterreich/politik/Wen-waehlen-Sie-Umfrage-Rekord-fuer-Kurz/382648855,17,8,10,38,23,,1
2019-06-04,Research Affairs,1000.0,"0,03",https://www.oe24.at/oesterreich/politik/Umfrage-Beben-59-wollen-Kurz-als-Kanzler/383337152,17,9,9,38,23,,1
2019-06-05,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-oevp-kurz-nationalratswahlen-10813406,21,10,10,37,20,,1
2019-06-06,Market,809.0,"0,033",https://derstandard.at/2000104553538/Umfrage-Nur-Kurz-schlaegt-Bierlein-in-der-Kanzlerfrage,19,10,9,38,22,,1
2019-06-10,SORA,1089.0,"0,029",https://next.derstandard.at/story/2000105103121/sonntagsfrage-sieht-oevp-bei-38-und-gruene-bei-12-prozent,18,12,8,38,21,,1
2019-06-20,Research Affairs,1003.0,"0,03",https://www.oe24.at/oesterreich/politik/Umfrage-OeVP-uneinholbar-vorn/385560050,17,10,8,38,23,,2
2019-06-28,Peter Hajek,800.0,"0,034",https://www.ots.at/presseaussendung/OTS_20190628_OTS0187/sperrfrist-bis-1920-uhr-am-2862019-atv-oesterreich-trend-oevp-bei-sonntagsfrage-und-fiktiver-kanzlerwahl-klar-in-fuehrung,20,11,9,38,20,,1
2019-07-04,Research Affairs,1002.0,"0,03",https://www.oe24.at/oesterreich/politik/Erste-Umfrage-zum-Wahlkampf-Start/387310418,18,11,8,37,22,,2
2019-07-09,Market,807.0,"0,033",https://apps.derstandard.at/privacywall/story/2000106274772/umfrage-56-prozent-sehen-regierung-bierlein-als-gut-fuer-oesterreich,20,11,10,36,21,,1
2019-07-10,IFES (for SPÖ),936.0,"0,027",https://www.krone.at/1958587,19,11,8,37,23,,1
2019-07-10,Research Affairs,501.0,"0,042",https://www.oe24.at/oesterreich/politik/Umfrage-Kurz-Erster-Gruene-legen-zu/388233441,18,12,8,37,22,,1
2019-07-12,Unique Research,800.0,"0,033",https://www.ots.at/presseaussendung/OTS_20190713_OTS0003/profil-umfrage-kurz-legt-in-kanzlerfrage-deutlich-zu,21,11,9,37,20,,1
2019-07-17,Research Affairs,1002.0,"0,03",https://www.oe24.at/oesterreich/politik/Umfrage-Hoehenflug-fuer-Tuerkis-Blau/389209691,19,12,7,37,22,,1
2019-07-24,Research Affairs,504.0,"0,042",https://www.oe24.at/oesterreich/politik/OeVP-verliert-in-1-Umfrage-nach-Schredder-Affaere/390172372,20,12,7,36,22,,1
2019-07-31,Research Affairs,502.0,"0,042",https://www.epaper-oesterreich.at/pageimage/633864/5/hires.jpg,20,11,8,36,22,,1
2019-08-05,Market,800.0,"0,033",https://www.derstandard.at/story/2000107201201/oesterreichs-wahlberechtigte-verorten-sich-eher-links-der-mitte-waehlen-aber,20,10,10,35,22,,1
2019-08-07,Research Affairs,505.0,"0,042",https://www.oe24.at/video/fellnerlive/Fellner-Live-Die-Umfrage-der-Woche/392104579,20,10,8,36,22,,2
2019-08-14,Research Affairs,506.0,"0,042",https://www.oe24.at/oesterreich/politik/wahl2019/Umfrage-Daempfer-fuer-Kurz-Rendi-Hofer/393202429,19,11,9,35,21,,2
2019-08-14,OGM,812.0,"0,034",https://kurier.at/politik/inland/kurier-ogm-umfrage-oevp-deutlich-vorn-spoe-festigt-platz-zwei/400578569,20,11,8,35,23,,"1,5"
2019-08-21,Research Affairs,505.0,"0,042",https://www.oe24.at/oesterreich/politik/wahl2019/Umfrage-Kurz-klar-vorne-Neos-verlieren/394118824,19,11,8,35,21,,2
2019-08-22,Unique Research,800.0,"0,033",https://www.profil.at/oesterreich/umfrage-spoe-fpoe-10936105,20,12,9,36,20,,1
2019-08-28,Research Affairs,504.0,"0,042",https://www.oe24.at/oesterreich/politik/wahl2019/Umfrage-Grosse-legen-zu/395083748,20,11,8,36,22,,1
2019-09-03,Karmasin,3000.0,"0,017",https://twitter.com/puls24news/status/1169652344465870848,20,12,9,35,21,,1
2019-09-04,Market,800.0,"0,033",https://www.derstandard.at/story/2000108335531/kurz-faellt-in-umfrage-zurueck-oevp-fuehrt-aber-deutlich,21,11,9,34,22,,2
2019-09-04,Research Affairs,504.0,"0,042",https://www.oe24.at/oesterreich/politik/wahl2019/Immer-weniger-fuer-Tuerkis-Blau/396165227,20,11,8,36,22,,1
2019-09-08,Market,803.0,"0,033",http://www.weekend.at/magazin/nationalratswahl-2019-umfrage/64.759.106,21,10,10,34,22,,2
2019-09-11,Research Affairs,1000.0,"0,032",https://www.oe24.at/wahl2019/Umfrage-Check-der-Koalitionen/397582642,19,11,9,35,22,,1
2019-09-11,Karmasin,3000.0,"0,017",https://www.derstandard.at/story/2000108559530/karmasin-umfrage-sieht-spoe-drei-prozentpunkte-vor-fpoe?ref=rss,19,12,9,35,22,,2
2019-09-13,OGM,2167.0,"0,02",https://kurier.at/politik/inland/grosse-kurier-umfrage-oevp-liegt-stabil-bei-35-vor-spoe-mit-22/400605341,20,11,8,35,22,,2
2019-09-13,Unique Research,2402.0,"0,025",https://www.heute.at/s/letzte-umfrage-vor-wahl-kampf-um-platz-2-offen-sonntagsfrage-ovp-spo-fpo-grune-neos-jetzt--58848041,20,13,8,33,22,,"1,5"
2019-09-14,Demox Research,,,https://diepresse.com/home/innenpolitik/nationalratswahl/5689826/Umfragen_Leichter-Rueckgang-fuer-OeVP-Platz-zwei-weiter-umkaempft,21,12,"7,5",34,23,,
2019-09-17,Karmasin,3000.0,"0,017",https://pbs.twimg.com/media/EE14UMTWkAA6khv.jpg,20,13,9,34,22,,1
2019-09-18,Market,806.0,"0,033",https://www.derstandard.at/story/2000108889424/umfrage-sieht-oevp-klar-vor-spoe-und-spoe-vor-fpoe,20,11,8,35,23,,2
2019-09-18,Research Affairs,1000.0,"0,029",https://www.oe24.at/wahl2019/Die-letzte-Umfrage-vor-der-Wahl/398114999,20,12,8,34,23,,2
2019-09-20,Peter Hajek,3021.0,"0,017",https://www.ots.at/presseaussendung/OTS_20190922_OTS0006/sperrfrist-229-2200-uhr-heute-live-die-runde-der-spitzenkandidatinnen-um-2015-uhr-auf-atv-puls-4-und-servustv,20,13,8,34,22,,2
2019-09-22,Research Affairs,1000.0,"0,029",https://www.oe24.at/wahl2019/Letzte-Umfrage-Kopf-an-Kopf-Rennen-um-Platz-zwei/398873611,21,11,8,34,23,,2
2019-09-23,OGM,1006.0,"0,029",https://www.ogm.at/wahlprognose/ogm-wahlprognose-nationalratswahlen-2019/,20,12,8,34,22,,2
